DATE      , MinT, MaxT, MnRH, MxRH, VPDM, VPDA, Rain,  FMH,  FMW,
03/21/2008,   59 ,   80 ,   10 ,   59 , 3146 , 2081 , 0.00 ,  1.9 , 60.0 ,
03/22/2008,   63 ,   86 ,    9 ,   21 , 3861 , 2342 , 0.00 ,  2.3 , 60.0 ,
03/23/2008,   67 ,   86 ,    8 ,   14 , 3903 , 2665 , 0.00 ,  1.9 , 60.0 ,
03/24/2008,   64 ,   86 ,    9 ,   18 , 3861 , 2487 , 0.00 ,  2.4 , 60.0 ,
03/25/2008,   63 ,   85 ,   12 ,   44 , 3616 , 1968 , 0.00 ,  4.3 , 60.0 ,
03/26/2008,   51 ,   80 ,   21 ,   91 , 2761 , 1026 , 0.00 ,  9.5 , 61.7 ,
03/27/2008,   54 ,   75 ,   28 ,   52 , 2133 , 1336 , 0.00 , 12.0 , 63.2 ,
03/28/2008,   48 ,   74 ,   34 ,   65 , 1891 ,  672 , 0.00 , 15.7 , 64.3 ,
03/29/2008,   47 ,   69 ,   43 ,   93 , 1379 ,  622 , 0.00 , 21.1 , 66.3 ,
03/30/2008,   46 ,   66 ,   54 ,   98 , 1003 ,  716 , 0.03 , 25.1 , 69.6 ,
03/31/2008,   42 ,   60 ,   50 ,   89 ,  883 ,  490 , 0.00 , 27.5 , 72.7 ,
04/01/2008,   43 ,   60 ,   52 ,   86 ,  848 ,  371 , 0.00 , 34.2 , 76.2 ,
04/02/2008,   41 ,   63 ,   48 ,   95 , 1021 ,  487 , 0.00 , 36.6 , 79.3 ,
04/03/2008,   47 ,   68 ,   48 ,   97 , 1215 ,  322 , 0.05 , 44.7 , 84.3 ,
04/04/2008,   46 ,   69 ,   60 ,   96 ,  968 ,  298 , 0.00 , 47.8 , 88.0 ,
04/05/2008,   46 ,   72 ,   50 ,   97 , 1339 ,  633 , 0.00 , 54.2 , 92.4 ,
04/06/2008,   46 ,   64 ,   58 ,   96 ,  854 ,  429 , 0.00 , 57.9 , 95.4 ,
04/07/2008,   45 ,   65 ,   58 ,   96 ,  885 ,  375 , 0.00 , 64.3 ,100.8 ,
04/08/2008,   44 ,   64 ,   49 ,   93 , 1037 ,  547 , 0.00 , 51.6 ,106.2 ,
04/09/2008,   43 ,   65 ,   39 ,   90 , 1285 ,  696 , 0.00 , 51.6 ,106.5 ,
04/10/2008,   46 ,   71 ,   31 ,   95 , 1787 ,  658 , 0.00 , 51.6 ,106.5 ,
04/11/2008,   59 ,   85 ,   14 ,   43 , 3534 , 2171 , 0.00 , 44.3 ,103.3 ,
04/12/2008,   68 ,   90 ,    8 ,   18 , 4429 , 3044 , 0.00 , 35.9 , 99.7 ,
04/13/2008,   71 ,   94 ,    6 ,   10 , 5126 , 3395 , 0.00 ,  1.2 , 94.3 ,
04/14/2008,   70 ,   94 ,    6 ,   31 , 5126 , 2770 , 0.00 ,  4.5 , 91.4 ,
04/15/2008,   46 ,   83 ,   28 ,   94 , 2774 , 1026 , 0.00 ,  7.6 , 92.3 ,
04/16/2008,   44 ,   65 ,   40 ,   90 , 1264 ,  466 , 0.00 ,  8.3 , 92.4 ,
04/17/2008,   57 ,   81 ,   12 ,   61 , 3178 , 1942 , 0.00 ,  2.7 , 89.6 ,
04/18/2008,   60 ,   81 ,    8 ,   33 , 3322 , 1823 , 0.00 ,  3.4 , 86.9 ,
04/19/2008,   46 ,   80 ,   16 ,   95 , 2936 , 1045 , 0.00 ,  8.0 , 88.0 ,
04/20/2008,   43 ,   64 ,   48 ,   92 , 1058 ,  433 , 0.00 ,  8.4 , 89.0 ,
04/21/2008,   45 ,   63 ,   35 ,   62 , 1277 ,  430 , 0.00 ,  8.0 , 88.9 ,
04/22/2008,   48 ,   66 ,   41 ,   57 , 1287 ,  756 , 0.00 ,  6.2 , 87.8 ,
04/23/2008,   45 ,   69 ,   38 ,   80 , 1500 ,  577 , 0.00 ,  7.9 , 87.1 ,
04/24/2008,   46 ,   69 ,   40 ,   81 , 1451 ,  717 , 0.00 ,  6.5 , 87.0 ,
04/25/2008,   62 ,   87 ,    9 ,   45 , 3985 , 2480 , 0.00 ,  1.7 , 85.4 ,
04/26/2008,   68 ,   96 ,    8 ,   21 , 5335 , 3293 , 0.00 ,  1.7 , 82.7 ,
04/27/2008,   75 ,   95 ,    9 ,   17 , 5117 , 3703 , 0.00 ,  1.5 , 79.0 ,
04/28/2008,   76 ,   92 ,    6 ,   19 , 4818 , 3664 , 0.00 ,  1.2 , 76.6 ,
04/29/2008,   62 ,   93 ,    7 ,   50 , 4917 , 2125 , 0.00 ,  5.9 , 74.4 ,
04/30/2008,   50 ,   81 ,   32 ,   92 , 2456 ,  970 , 0.00 , 13.3 , 74.5 ,
05/01/2008,   48 ,   67 ,   45 ,   74 , 1242 ,  626 , 0.00 ,  6.8 , 74.2 ,
05/02/2008,   56 ,   81 ,   18 ,   48 , 2961 , 1800 , 0.00 ,  2.9 , 73.5 ,
05/03/2008,   58 ,   82 ,   15 ,   41 , 3171 , 1664 , 0.00 ,  4.7 , 72.5 ,
05/04/2008,   49 ,   77 ,   32 ,   92 , 2153 ,  918 , 0.00 ,  8.1 , 73.6 ,
05/05/2008,   49 ,   66 ,   58 ,   95 ,  916 ,  559 , 0.00 , 12.8 , 76.9 ,
05/06/2008,   47 ,   61 ,   61 ,   89 ,  714 ,  342 , 0.00 , 13.0 , 79.0 ,
05/07/2008,   50 ,   64 ,   61 ,   97 ,  793 ,  542 , 0.02 , 15.7 , 81.4 ,
05/08/2008,   48 ,   65 ,   55 ,   93 ,  948 ,  539 , 0.00 ,  7.7 , 82.7 ,
05/09/2008,   47 ,   66 ,   55 ,   96 ,  982 ,  319 , 0.00 , 18.0 , 85.9 ,
05/10/2008,   51 ,   68 ,   57 ,   94 , 1005 ,  604 , 0.00 ,  8.5 , 88.9 ,
05/11/2008,   49 ,   70 ,   52 ,   96 , 1201 ,  513 , 0.00 ,  9.1 , 90.7 ,
05/12/2008,   49 ,   70 ,   58 ,   96 , 1051 ,  608 , 0.01 , 13.3 , 93.9 ,
05/13/2008,   49 ,   72 ,   46 ,   94 , 1447 ,  618 , 0.00 ,  7.0 , 95.3 ,
05/14/2008,   55 ,   81 ,   15 ,   51 , 3069 , 1190 , 0.00 ,  5.3 , 92.1 ,
05/15/2008,   66 ,   90 ,   18 ,   38 , 3948 , 2447 , 0.00 ,  3.0 , 89.4 ,
05/16/2008,   64 ,   93 ,   13 ,   52 , 4599 , 2572 , 0.00 ,  2.4 , 87.8 ,
05/17/2008,   78 ,   96 ,   11 ,   22 , 5161 , 3817 , 0.00 ,  1.8 , 85.5 ,
05/18/2008,   76 ,   97 ,   11 ,   34 , 5321 , 3228 , 0.00 ,  3.1 , 82.5 ,
05/19/2008,   72 ,   96 ,   17 ,   41 , 4813 , 2888 , 0.00 ,  4.2 , 79.8 ,
05/20/2008,   58 ,   90 ,   29 ,   83 , 3418 , 1537 , 0.00 ,  8.8 , 79.3 ,
05/21/2008,   53 ,   78 ,   25 ,   97 , 2455 , 1237 , 0.00 ,  4.4 , 79.6 ,
05/22/2008,   53 ,   79 ,   20 ,   76 , 2706 , 1254 , 0.00 ,  8.4 , 79.0 ,
05/23/2008,   47 ,   72 ,   32 ,   96 , 1822 ,  772 , 0.06 , 35.0 , 81.8 ,
05/24/2008,   46 ,   61 ,   57 ,   97 ,  787 ,  477 , 0.07 , 12.4 , 89.1 ,
05/25/2008,   44 ,   63 ,   50 ,   86 ,  982 ,  542 , 0.00 , 10.4 , 90.4 ,
05/26/2008,   45 ,   65 ,   43 ,   80 , 1201 ,  519 , 0.00 , 10.9 , 90.8 ,
05/27/2008,   48 ,   67 ,   50 ,   81 , 1129 ,  445 , 0.00 ,  7.9 , 91.1 ,
05/28/2008,   49 ,   68 ,   42 ,   76 , 1356 ,  745 , 0.00 ,  6.5 , 90.5 ,
05/29/2008,   52 ,   71 ,   39 ,   62 , 1580 ,  774 , 0.00 ,  6.5 , 90.2 ,
05/30/2008,   56 ,   73 ,   42 ,   63 , 1607 , 1003 , 0.00 ,  6.0 , 89.5 ,
05/31/2008,   51 ,   75 ,   31 ,   90 , 2044 ,  761 , 0.00 ,  8.1 , 88.8 ,
06/01/2008,   53 ,   73 ,   47 ,   74 , 1468 ,  685 , 0.00 ,  7.2 , 88.8 ,
06/02/2008,   52 ,   77 ,   43 ,   84 , 1805 ,  726 , 0.00 ,  7.6 , 89.3 ,
06/03/2008,   50 ,   75 ,   49 ,   93 , 1511 ,  606 , 0.00 ,  9.6 , 90.3 ,
06/04/2008,   51 ,   72 ,   58 ,   96 , 1125 ,  634 , 0.00 , 11.7 , 91.7 ,
06/05/2008,   50 ,   75 ,   49 ,   93 , 1511 ,  607 , 0.00 ,  6.8 , 93.5 ,
06/06/2008,   55 ,   83 ,   21 ,   72 , 3044 , 1233 , 0.00 ,  5.3 , 92.6 ,
06/07/2008,   55 ,   83 ,   23 ,   73 , 2967 , 1004 , 0.00 ,  7.2 , 90.8 ,
06/08/2008,   52 ,   81 ,   41 ,   96 , 2131 ,  897 , 0.00 ,  7.5 , 92.0 ,
06/09/2008,   52 ,   80 ,   49 ,   96 , 1783 ,  628 , 0.00 ,  6.9 , 93.4 ,
06/10/2008,   53 ,   95 ,   21 ,   96 , 4442 , 1361 , 0.00 ,  9.6 , 93.3 ,
06/11/2008,   53 ,   72 ,   56 ,   96 , 1179 ,  629 , 0.00 ,  8.2 , 94.2 ,
06/12/2008,   54 ,   75 ,   52 ,   96 , 1422 ,  586 , 0.00 ,  7.6 , 95.8 ,
06/13/2008,   53 ,   78 ,   51 ,   96 , 1604 ,  707 , 0.00 ,  7.6 , 97.8 ,
06/14/2008,   60 ,   84 ,   37 ,   74 , 2507 , 1187 , 0.00 ,  6.2 , 97.0 ,
06/15/2008,   68 ,   87 ,    2 ,   48 , 4292 , 1763 , 0.00 ,  5.7 , 94.1 ,
06/16/2008,   63 ,   90 ,   28 ,   56 , 3467 , 1750 , 0.00 ,  5.1 , 92.3 ,
06/17/2008,   66 ,   93 ,   28 ,   47 , 3806 , 1912 , 0.00 ,  5.4 , 90.1 ,
06/18/2008,   66 ,   98 ,   12 ,   45 , 5424 , 2806 , 0.00 ,  2.7 , 86.9 ,
06/19/2008,   84 ,  105 ,    5 ,   18 , 7220 , 4646 , 0.00 ,  1.9 , 83.2 ,
06/20/2008,   81 ,  108 ,    7 ,   27 , 7719 , 4781 , 0.00 ,  1.6 , 80.1 ,
06/21/2008,   86 ,  106 ,   10 ,   27 , 7045 , 4488 , 0.00 ,  2.8 , 77.3 ,
06/22/2008,   83 ,  108 ,    5 ,   31 , 7885 , 4269 , 0.00 ,  3.4 , 74.9 ,
06/23/2008,   73 ,  101 ,   16 ,   41 , 5668 , 2930 , 0.00 ,  5.7 , 72.8 ,
06/24/2008,   59 ,   89 ,   28 ,   77 , 3359 , 1260 , 0.00 ,  6.9 , 72.3 ,
06/25/2008,   56 ,   85 ,   38 ,   96 , 2548 ,  976 , 0.00 ,  8.5 , 73.3 ,
06/26/2008,   56 ,   79 ,   50 ,   97 , 1691 ,  731 , 0.00 ,  8.5 , 75.5 ,
06/27/2008,   56 ,   77 ,   56 ,   96 , 1393 ,  537 , 0.00 ,  9.5 , 77.9 ,
06/28/2008,   53 ,   77 ,   53 ,   96 , 1488 ,  615 , 0.00 ,  7.3 , 80.4 ,
06/29/2008,   63 ,   87 ,   35 ,   66 , 2847 , 1455 , 0.00 ,  5.6 , 80.8 ,
06/30/2008,   67 ,   94 ,   12 ,   43 , 4798 , 2049 , 0.00 ,  5.0 , 79.3 ,
07/01/2008,   70 ,   97 ,   16 ,   47 , 5022 , 2269 , 0.00 ,  5.8 , 77.5 ,
07/02/2008,   64 ,   91 ,   31 ,   56 , 3428 , 1706 , 0.00 ,  5.6 , 75.9 ,
07/03/2008,   64 ,   93 ,   27 ,   57 , 3859 , 1861 , 0.00 ,  4.5 , 74.5 ,
07/04/2008,   72 ,   94 ,   22 ,   54 , 4253 , 2789 , 0.00 ,  3.2 , 72.9 ,
07/05/2008,   68 ,   97 ,   19 ,   58 , 4842 , 2325 , 0.00 ,  4.9 , 71.3 ,
07/06/2008,   66 ,   90 ,   27 ,   60 , 3515 , 1679 , 0.00 ,  7.3 , 71.1 ,
07/07/2008,   57 ,   87 ,   30 ,   94 , 3066 , 1068 , 0.00 ,  6.5 , 72.9 ,
07/08/2008,   57 ,   95 ,   31 ,   97 , 3880 , 1385 , 0.00 ,  7.4 , 74.6 ,
07/09/2008,   57 ,   81 ,   51 ,   97 , 1769 ,  642 , 0.00 ,  8.3 , 76.4 ,
07/10/2008,   59 ,   84 ,   51 ,   96 , 1950 ,  754 , 0.00 ,  8.0 , 78.3 ,
07/11/2008,   61 ,   80 ,   46 ,   83 , 1887 , 1074 , 0.00 ,  6.4 , 79.2 ,
07/12/2008,   62 ,   87 ,   36 ,   85 , 2803 , 1202 , 0.00 ,  6.4 , 79.9 ,
07/13/2008,   66 ,   86 ,   34 ,   59 , 2800 , 1456 , 0.00 ,  6.1 , 80.0 ,
07/14/2008,   65 ,   88 ,   33 ,   70 , 3029 , 1538 , 0.00 ,  6.4 , 79.9 ,
07/15/2008,   65 ,   89 ,   26 ,   68 , 3453 , 1848 , 0.00 ,  4.9 , 79.1 ,
07/16/2008,   67 ,   88 ,   25 ,   57 , 3391 , 1691 , 0.00 ,  6.4 , 77.3 ,
07/17/2008,   66 ,   88 ,   36 ,   69 , 2893 , 1561 , 0.00 ,  7.6 , 76.3 ,
07/18/2008,   64 ,   85 ,   45 ,   77 , 2260 , 1206 , 0.00 ,  8.6 , 76.6 ,
07/19/2008,   58 ,   81 ,   49 ,   97 , 1842 ,  702 , 0.00 ,  8.5 , 78.5 ,
07/20/2008,   57 ,   79 ,   57 ,   96 , 1454 ,  758 , 0.00 ,  8.5 , 81.4 ,
07/21/2008,   55 ,   80 ,   47 ,   95 , 1852 ,  798 , 0.00 ,  6.5 , 83.4 ,
07/22/2008,   59 ,   85 ,   34 ,   84 , 2712 , 1054 , 0.00 ,  7.4 , 84.0 ,
07/23/2008,   54 ,   83 ,   46 ,   96 , 2081 ,  854 , 0.00 ,  7.0 , 85.6 ,
07/24/2008,   60 ,   83 ,   34 ,   64 , 2543 , 1147 , 0.00 ,  6.6 , 84.7 ,
07/25/2008,   62 ,   88 ,   33 ,   59 , 3029 , 1227 , 0.00 ,  6.3 , 83.8 ,
07/26/2008,   66 ,   88 ,   35 ,   67 , 2938 , 1761 , 0.00 ,  4.9 , 82.8 ,
07/27/2008,   59 ,   88 ,   35 ,   96 , 2938 , 1170 , 0.00 ,  7.5 , 84.1 ,
07/28/2008,   58 ,   78 ,   55 ,   96 , 1473 ,  730 , 0.00 ,  8.3 , 85.8 ,
07/29/2008,   57 ,   76 ,   56 ,   96 , 1348 ,  601 , 0.00 ,  7.9 , 87.9 ,
07/30/2008,   59 ,   79 ,   52 ,   89 , 1624 ,  847 , 0.00 ,  7.4 , 88.7 ,
07/31/2008,   57 ,   82 ,   40 ,   96 , 2238 ,  726 , 0.00 ,  7.0 , 90.3 ,
08/01/2008,   60 ,   84 ,   44 ,   88 , 2228 , 1049 , 0.00 ,  7.7 , 91.5 ,
08/02/2008,   62 ,   88 ,   42 ,   81 , 2622 , 1157 , 0.00 ,  8.1 , 91.7 ,
08/03/2008,   60 ,   86 ,   45 ,   95 , 2333 , 1133 , 0.00 ,  7.0 , 92.9 ,
08/04/2008,   68 ,   88 ,   29 ,   68 , 3210 , 1716 , 0.00 ,  5.5 , 91.4 ,
08/05/2008,   68 ,   89 ,   23 ,   57 , 3593 , 1801 , 0.00 ,  6.0 , 89.7 ,
08/06/2008,   67 ,   92 ,   20 ,   56 , 4100 , 1833 , 0.00 ,  4.7 , 87.5 ,
08/07/2008,   68 ,   93 ,   29 ,   60 , 3754 , 1911 , 0.00 ,  5.1 , 86.1 ,
08/08/2008,   67 ,   92 ,   31 ,   69 , 3536 , 1922 , 0.00 ,  5.6 , 85.4 ,
08/09/2008,   64 ,   89 ,   36 ,   73 , 2986 , 1404 , 0.00 ,  6.8 , 84.9 ,
08/10/2008,   65 ,   87 ,   22 ,   59 , 3416 , 1625 , 0.00 ,  5.8 , 83.0 ,
08/11/2008,   60 ,   89 ,   31 ,   74 , 3219 , 1294 , 0.00 ,  7.4 , 82.4 ,
08/12/2008,   56 ,   86 ,   44 ,   96 , 2376 , 1016 , 0.00 ,  6.7 , 84.1 ,
08/13/2008,   58 ,   87 ,   39 ,   91 , 2672 , 1103 , 0.00 ,  6.3 , 85.0 ,
08/14/2008,   62 ,   95 ,   27 ,   75 , 4105 , 1822 , 0.00 ,  4.9 , 84.7 ,
08/15/2008,   64 ,   94 ,   28 ,   77 , 3926 , 1712 , 0.00 ,  7.1 , 84.5 ,
08/16/2008,   59 ,   87 ,   33 ,   92 , 2934 , 1091 , 0.00 ,  6.7 , 85.4 ,
08/17/2008,   57 ,   83 ,   40 ,   96 , 2312 ,  824 , 0.00 ,  6.7 , 86.9 ,
08/18/2008,   57 ,   90 ,   30 ,   96 , 3370 , 1177 , 0.00 ,  7.3 , 88.0 ,
08/19/2008,   57 ,   82 ,   34 ,   95 , 2462 ,  916 , 0.00 ,  6.9 , 88.9 ,
08/20/2008,   58 ,   81 ,   48 ,   95 , 1878 ,  813 , 0.00 ,  6.9 , 90.2 ,
08/21/2008,   59 ,   82 ,   48 ,   91 , 1940 ,  768 , 0.00 ,  7.4 , 91.8 ,
08/22/2008,   59 ,   81 ,   52 ,   96 , 1733 ,  902 , 0.00 ,  7.5 , 94.0 ,
08/24/2008,   66 ,   96 ,   26 ,   56 , 4291 , 2117 , 0.00 ,  4.0 , 92.5 ,
08/25/2008,   72 ,   97 ,   27 ,   49 , 4364 , 2187 , 0.00 ,  6.7 , 90.6 ,
08/26/2008,   68 ,   93 ,   31 ,   70 , 3648 , 1806 , 0.00 ,  5.8 , 89.7 ,
08/27/2008,   61 ,   90 ,   30 ,   94 , 3370 , 1271 , 0.00 ,  7.0 , 90.0 ,
08/28/2008,   61 ,   90 ,   42 ,   81 , 2792 , 1250 , 0.00 ,  8.8 , 89.7 ,
08/29/2008,   60 ,   97 ,   28 ,   97 , 4304 , 1505 , 0.00 ,  6.1 , 90.7 ,
08/30/2008,   66 ,   91 ,   40 ,   79 , 2981 , 1676 , 0.00 ,  5.7 , 90.5 ,
08/31/2008,   64 ,   87 ,   40 ,   85 , 2628 , 1187 , 0.00 ,  8.9 , 91.3 ,
09/01/2008,   60 ,   80 ,   56 ,   96 , 1538 ,  697 , 0.00 ,  8.4 , 93.5 ,
09/02/2008,   61 ,   92 ,   38 ,   94 , 3178 , 1239 , 0.00 ,  5.5 , 94.8 ,
09/03/2008,   67 ,  100 ,    8 ,   73 , 6024 , 3391 , 0.00 ,  1.3 , 92.8 ,
09/04/2008,   72 ,  100 ,    8 ,   32 , 6024 , 2904 , 0.00 ,  3.7 , 89.7 ,
09/05/2008,   72 ,   96 ,   18 ,   35 , 4755 , 3083 , 0.00 ,  2.7 , 87.1 ,
09/06/2008,   72 ,   99 ,   12 ,   40 , 5590 , 2558 , 0.00 ,  4.6 , 84.7 ,
09/07/2008,   70 ,   98 ,   23 ,   57 , 4746 , 2316 , 0.00 ,  7.2 , 83.4 ,
09/08/2008,   60 ,   88 ,   34 ,   97 , 2984 , 1163 , 0.00 ,  7.2 , 84.4 ,
09/09/2008,   60 ,   81 ,   51 ,   96 , 1769 ,  918 , 0.00 ,  7.0 , 86.0 ,
09/10/2008,   58 ,   80 ,   51 ,   96 , 1713 , 1024 , 0.00 ,  7.3 , 87.9 ,
09/11/2008,   55 ,   77 ,   51 ,   95 , 1552 ,  654 , 0.00 ,  7.9 , 90.2 ,
09/12/2008,   57 ,   76 ,   53 ,   96 , 1440 ,  728 , 0.00 , 12.7 , 92.6 ,
09/13/2008,   57 ,   77 ,   58 ,   95 , 1330 ,  625 , 0.00 ,  7.9 , 95.1 ,
09/14/2008,   55 ,   79 ,   51 ,   96 , 1657 ,  725 , 0.00 ,  7.0 , 97.7 ,
09/15/2008,   69 ,   96 ,    7 ,   51 , 5393 , 2185 , 0.00 ,  4.9 , 60.0 ,
09/16/2008,   74 ,  103 ,    9 ,   62 , 6518 , 2941 , 0.00 ,  8.5 , 60.0 ,
09/17/2008,   60 ,   84 ,   48 ,   95 , 2069 ,  980 , 0.00 ,  6.6 , 60.0 ,
09/18/2008,   65 ,   88 ,   32 ,   74 , 3074 , 1506 , 0.00 ,  5.5 , 60.0 ,
09/19/2008,   66 ,   92 ,   17 ,   49 , 4254 , 2229 , 0.00 ,  3.9 , 60.0 ,
09/20/2008,   58 ,   90 ,   23 ,   60 , 3707 , 1414 , 0.00 ,  7.8 , 60.0 ,
09/21/2008,   54 ,   75 ,   51 ,   93 , 1452 ,  560 , 0.00 ,  7.7 , 60.0 ,
09/22/2008,   57 ,   78 ,   51 ,   91 , 1604 ,  757 , 0.00 ,  7.8 , 60.0 ,
09/23/2008,   60 ,   88 ,   32 ,   73 , 3074 , 1581 , 0.00 ,  4.5 , 60.0 ,
09/24/2008,   71 ,   96 ,   16 ,   43 , 4871 , 2566 , 0.00 ,  3.5 , 60.0 ,
09/25/2008,   78 ,  100 ,   12 ,   33 , 5762 , 3935 , 0.00 ,  2.1 , 60.0 ,
09/26/2008,   73 ,   99 ,    8 ,   41 , 5845 , 2556 , 0.00 ,  5.1 , 60.0 ,
09/27/2008,   70 ,   95 ,   25 ,   52 , 4217 , 2558 , 0.00 ,  3.6 , 60.0 ,
09/28/2008,   71 ,   93 ,   18 ,   40 , 4335 , 2276 , 0.00 ,  4.7 , 60.0 ,
09/29/2008,   73 ,   97 ,   18 ,   39 , 4902 , 2996 , 0.00 ,  3.0 , 60.0 ,
09/30/2008,   81 ,  103 ,   17 ,   29 , 5945 , 4045 , 0.00 ,  2.4 , 60.0 ,
10/01/2008,   82 ,  103 ,   14 ,   25 , 6160 , 3994 , 0.00 ,  3.2 , 60.0 ,
10/02/2008,   69 ,   98 ,   16 ,   45 , 5177 , 2650 , 0.00 ,  4.8 , 60.0 ,
10/03/2008,   57 ,   91 ,   25 ,   90 , 3726 , 1404 , 0.00 , 10.1 , 60.0 ,
10/04/2008,   55 ,   71 ,   65 ,   92 ,  906 ,  615 , 0.00 , 19.3 , 60.0 ,
10/05/2008,   53 ,   72 ,   59 ,   92 , 1098 ,  539 , 0.02 ,  9.0 , 60.0 ,
10/06/2008,   57 ,   89 ,   24 ,   80 , 3546 , 1778 , 0.00 ,  3.5 , 60.0 ,
10/07/2008,   76 ,   95 ,   13 ,   26 , 4892 , 3502 , 0.00 ,  2.2 , 60.0 ,
10/08/2008,   80 ,   97 ,   10 ,   17 , 5381 , 3993 , 0.00 ,  1.7 , 60.0 ,
10/09/2008,   69 ,   97 ,   10 ,   54 , 5381 , 2174 , 0.00 ,  7.4 , 60.0 ,
10/10/2008,   53 ,   80 ,   27 ,   93 , 2552 , 1183 , 0.00 ,  6.4 , 60.0 ,
10/11/2008,   50 ,   70 ,   19 ,   75 , 2027 , 1269 , 0.00 ,  4.0 , 60.0 ,
10/12/2008,   50 ,   68 ,   11 ,   52 , 2080 , 1494 , 0.00 ,  2.0 , 60.0 ,
10/13/2008,   57 ,   74 ,   10 ,   19 , 2579 , 1830 , 0.00 ,  1.9 , 60.0 ,
10/14/2008,   65 ,   87 ,    8 ,   14 , 4029 , 2717 , 0.00 ,  1.5 , 60.0 ,
10/15/2008,   73 ,   92 ,    8 ,   14 , 4715 , 3324 , 0.00 ,  1.5 , 60.0 ,
10/16/2008,   73 ,   92 ,    9 ,   15 , 4664 , 3252 , 0.00 ,  2.0 , 60.0 ,
10/17/2008,   73 ,   94 ,    6 ,   16 , 5126 , 3371 , 0.00 ,  1.9 , 60.0 ,
10/18/2008,   64 ,   93 ,    7 ,   42 , 4917 , 2605 , 0.00 ,  3.0 , 60.0 ,
10/19/2008,   62 ,   84 ,   16 ,   63 , 3343 , 1389 , 0.00 ,  6.4 , 60.0 ,
10/20/2008,   50 ,   79 ,   46 ,   95 , 1827 ,  631 , 0.00 ,  7.9 , 60.0 ,
10/21/2008,   61 ,   89 ,   22 ,   73 , 3639 , 1929 , 0.00 ,  3.7 , 60.0 ,
10/22/2008,   77 ,   96 ,    4 ,   32 , 5567 , 3988 , 0.00 ,  0.7 , 60.0 ,
10/23/2008,   73 ,   96 ,    3 ,    5 , 5625 , 3762 , 0.00 ,  0.5 , 60.0 ,
10/24/2008,   71 ,   93 ,    3 ,   12 , 5128 , 3267 , 0.00 ,  2.0 , 60.0 ,
10/25/2008,   69 ,   92 ,    9 ,   16 , 4664 , 3013 , 0.00 ,  1.9 , 60.0 ,
10/26/2008,   69 ,   93 ,   11 ,   22 , 4705 , 2702 , 0.00 ,  3.3 , 60.0 ,
10/27/2008,   69 ,   96 ,    9 ,   25 , 5277 , 3270 , 0.00 ,  1.5 , 60.0 ,
10/28/2008,   75 ,   97 ,    3 ,   16 , 5799 , 3927 , 0.00 ,  1.0 , 60.0 ,
10/29/2008,   76 ,  100 ,    3 ,   18 , 6351 , 3882 , 0.00 ,  2.6 , 60.0 ,
10/30/2008,   65 ,   89 ,   11 ,   35 , 4152 , 2394 , 0.00 ,  4.2 , 60.0 ,
10/31/2008,   59 ,   83 ,   24 ,   91 , 2928 , 1633 , 0.00 ,  6.5 , 60.0 ,
11/01/2008,   64 ,   78 ,    6 ,   36 , 3077 , 1830 , 0.02 ,  4.8 , 60.0 ,
11/02/2008,   56 ,   76 ,   29 ,   96 , 2175 ,  768 , 0.05 , 14.4 , 60.0 ,
11/03/2008,   52 ,   69 ,   59 ,   94 ,  992 ,  640 , 0.00 , 11.1 , 60.0 ,
11/04/2008,   52 ,   64 ,   67 ,   93 ,  671 ,  450 , 0.20 , 35.0 , 60.0 ,
11/05/2008,   50 ,   69 ,   22 ,   71 , 1887 , 1235 , 0.00 ,  3.6 , 60.0 ,
11/06/2008,   59 ,   80 ,   12 ,   23 , 3076 , 1770 , 0.00 ,  3.3 , 60.0 ,
11/07/2008,   67 ,   85 ,   14 ,   25 , 3534 , 2446 , 0.00 ,  2.7 , 60.0 ,
11/08/2008,   68 ,   85 ,   17 ,   26 , 3410 , 2348 , 0.00 ,  3.2 , 60.0 ,
11/09/2008,   50 ,   84 ,   18 ,   92 , 3263 , 1564 , 0.00 ,  6.5 , 60.0 ,
11/10/2008,   50 ,   66 ,   40 ,   70 , 1309 ,  561 , 0.00 ,  7.8 , 60.0 ,
11/11/2008,   50 ,   69 ,   46 ,   65 , 1306 ,  654 , 0.00 ,  6.9 , 60.0 ,
11/12/2008,   59 ,   81 ,   29 ,   62 , 2564 , 1574 , 0.00 ,  4.5 , 60.0 ,
11/13/2008,   69 ,   87 ,   23 ,   40 , 3372 , 2437 , 0.00 ,  3.5 , 60.0 ,
11/14/2008,   72 ,   89 ,   15 ,   29 , 3966 , 2877 , 0.00 ,  2.4 , 60.0 ,
11/15/2008,   73 ,   90 ,    5 ,   15 , 4574 , 3425 , 0.00 ,  0.9 , 60.0 ,
11/16/2008,   70 ,   89 ,    5 ,   11 , 4432 , 3152 , 0.00 ,  1.0 , 60.0 ,
11/17/2008,   72 ,   90 ,    5 ,   11 , 4574 , 3293 , 0.00 ,  1.4 , 60.0 ,
11/18/2008,   69 ,   90 ,    6 ,   16 , 4526 , 2985 , 0.00 ,  1.7 , 60.0 ,
11/19/2008,   68 ,   90 ,    8 ,   21 , 4429 , 2821 , 0.00 ,  2.6 , 60.0 ,
11/20/2008,   65 ,   85 ,   16 ,   36 , 3452 , 1847 , 0.00 ,  5.1 , 60.0 ,
11/21/2008,   67 ,   86 ,   15 ,   36 , 3606 , 2501 , 0.00 ,  2.6 , 60.0 ,
